,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NM_000032,0,0,0,0,0,0,0,0,0,0,0,0
NM_000033,220,90,161,229,190,91,295,141,226,104,166,143
NM_000044,1,0,0,0,0,0,0,0,0,0,0,0
NM_000047,0,0,0,0,0,0,0,0,0,0,0,0
NM_000052,26,25,11,2,5,9,4,5,16,6,12,20
NM_000054,0,0,0,0,0,0,0,0,0,0,0,0
NM_000061,0,0,0,0,0,0,0,0,0,0,0,0
NM_000074,0,0,1,1,0,2,1,0,2,1,0,0
NM_000084,0,0,0,0,0,0,0,0,2,0,0,0
NM_000109,0,0,0,0,0,0,0,0,0,0,0,0
NM_000116,0,0,0,0,0,0,0,0,0,0,0,0
NM_000117,1400,1228,1329,1589,1474,581,1897,1432,1851,719,1216,1521
NM_000132,10,5,9,4,11,11,21,8,26,13,1,3
NM_000133,0,0,0,0,0,0,0,0,0,0,0,0
NM_000166,0,0,0,0,0,0,0,0,0,0,0,0
NM_000167,0,0,0,0,0,0,0,0,0,0,0,0
NM_000169,607,528,818,429,445,373,437,524,592,344,684,416
NM_000194,2242,3578,2842,2115,2534,1010,2878,3164,4121,2044,2433,2910
NM_000202,0,0,0,0,0,0,0,0,0,0,0,0
NM_000206,9575,8671,9158,6496,5626,4389,7058,6047,8730,4545,7704,7969
NM_000216,12,3,4,4,10,0,1,10,12,21,2,0
NM_000240,0,0,0,0,0,0,0,0,0,0,0,0
NM_000252,299,177,280,107,187,150,236,260,156,178,159,136
NM_000266,0,0,0,0,0,0,0,0,0,0,0,0
NM_000273,2,0,0,0,0,0,1,1,0,1,0,0
NM_000276,1,1,0,0,0,0,1,0,0,0,1,1
NM_000284,0,0,0,0,0,0,0,0,0,0,0,0
NM_000291,59341,73241,52201,30801,23428,22913,31708,48576,36485,39564,39199,60636
NM_000292,840,835,1073,434,506,404,894,550,849,499,639,729
NM_000307,0,0,0,0,0,0,0,0,1,0,0,0
NM_000328,47,113,65,52,92,29,129,71,110,67,110,66
NM_000330,0,0,1,1,1,1,0,0,1,0,2,5
NM_000351,933,1727,1871,453,703,688,1957,725,582,1173,915,1527
NM_000354,0,0,0,0,0,0,0,0,0,0,0,0
NM_000377,3053,2385,3844,2100,2299,1498,3137,1610,2688,1812,2323,2283
NM_000381,0,0,0,0,0,0,0,0,0,0,0,0
NM_000390,621,696,657,325,410,295,619,555,704,446,512,826
NM_000397,3712,3444,4868,1423,3186,1847,4019,2607,3732,2452,2607,2431
NM_000402,0,0,0,0,0,0,3,2,0,0,1,1
NM_000425,0,0,0,0,0,0,0,0,0,0,0,0
NM_000444,0,0,0,0,0,0,0,0,0,0,0,0
NM_000451,0,0,0,0,0,0,0,0,0,0,0,0
NM_000475,0,1,0,0,1,0,0,1,0,0,0,0
NM_000489,1,0,0,1,0,0,1,0,0,1,0,0
NM_000495,0,0,0,0,0,0,0,0,0,0,0,0
NM_000513,0,0,0,0,0,0,0,0,0,0,0,0
NM_000531,0,0,1,0,0,0,0,0,0,0,0,0
NM_000533,0,0,0,0,0,0,0,0,0,0,0,0
NM_000555,0,0,0,0,0,0,0,0,0,0,0,0
NM_000640,0,0,0,0,0,0,0,0,0,0,0,0
NM_000686,6,6,10,0,3,1,0,1,1,2,53,1
NM_000808,0,0,0,0,0,0,0,0,0,0,0,0
NM_000828,0,0,0,0,0,0,0,0,0,0,0,0
NM_000868,0,0,0,0,0,0,0,0,0,0,0,0
NM_000898,0,0,1,0,0,0,0,0,0,0,0,0
NM_000950,0,0,0,0,0,0,0,0,0,0,0,0
NM_001000,5981,6159,8707,5440,5279,4061,4073,6360,7238,4737,5578,6366
NM_001001344,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001671,11,14,18,8,8,4,9,9,5,7,13,12
NM_001001888,0,0,0,1,0,0,1,0,0,0,0,0
NM_001001994,1,0,0,0,1,0,0,0,0,0,0,0
NM_001001995,30,33,17,14,29,8,71,19,48,21,15,17
NM_001001996,0,0,0,0,0,0,0,0,0,0,0,0
NM_001002254,1,0,0,0,0,0,0,0,0,0,0,0
NM_001002838,0,0,0,0,0,0,0,0,0,0,0,0
NM_001002916,0,1,0,0,2,0,0,0,0,0,0,0
NM_001003811,0,0,0,0,0,0,0,0,0,0,0,0
NM_001004051,0,0,0,0,0,0,0,0,0,0,0,0
NM_001004308,0,0,0,0,1,0,0,0,0,0,0,1
NM_001004486,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005332,4,3,2,1,2,2,0,2,5,1,0,0
NM_001005333,1,1,1,1,0,0,0,0,1,0,1,0
NM_001005609,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005610,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005612,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005613,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006612,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006613,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006614,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006639,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006640,0,0,0,1,0,0,0,0,2,1,0,1
NM_001006681,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006682,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006683,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006684,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006933,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006935,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006937,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006938,0,1,0,0,1,0,0,1,0,0,0,1
NM_001007,41571,39993,95827,57942,28347,30480,53694,38217,40232,42640,37465,60332
NM_001007088,0,0,0,0,0,0,0,0,0,0,0,0
NM_001007523,0,0,0,0,0,0,0,0,0,0,0,0
NM_001007524,0,0,0,0,0,0,0,0,0,0,0,0
NM_001007551,0,0,0,0,0,0,0,0,0,0,0,0
NM_001008222,0,0,0,0,0,0,0,0,0,0,0,0
NM_001008534,0,0,0,0,0,0,0,0,0,0,0,0
NM_001008535,0,0,0,0,0,0,0,0,0,0,0,0
NM_001008537,331,113,259,34,89,223,149,137,166,90,67,74
NM_001009584,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009609,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009613,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009614,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009615,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009616,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009932,15,13,8,8,6,7,9,9,11,7,19,5
NM_001009933,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009934,0,0,0,0,0,0,0,0,0,0,0,0
NM_001010862,281,365,322,211,222,113,430,203,503,182,295,190
NM_001010888,30,48,29,21,27,10,34,27,57,22,25,34
NM_001010986,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011543,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011544,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011548,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011549,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011550,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011551,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011645,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011657,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011658,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011719,0,0,0,0,0,0,0,0,0,1,0,0
NM_001012288,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012428,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012755,227,158,257,92,185,56,368,168,348,159,124,115
NM_001012968,485,618,588,307,413,234,672,402,502,356,424,536
NM_001012977,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012978,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012979,0,0,0,0,0,0,0,0,0,0,1,1
NM_001012980,1,1,0,0,0,0,0,1,0,0,0,0
NM_001012989,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013403,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013435,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013579,0,0,1,0,1,1,1,0,0,1,0,0
NM_001013627,11,1,5,0,9,2,2,4,8,13,3,15
NM_001013628,0,0,0,0,0,1,0,0,0,0,0,2
NM_001013736,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013742,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013845,635,575,654,490,495,164,535,490,862,341,317,547
NM_001015038,1,1,1,0,0,0,0,0,0,1,0,1
NM_001015877,0,0,0,0,0,0,0,0,0,0,0,0
NM_001015881,1,1,2,2,2,3,4,2,4,2,6,4
NM_001017417,0,0,3,0,0,0,0,0,0,0,0,0
NM_001017435,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017436,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017438,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017930,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017931,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017978,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017980,1262,1985,1604,1244,1678,706,2228,1486,2095,1124,1263,1320
NM_001017990,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017991,0,0,0,0,0,0,0,0,0,0,0,0
NM_001018024,297,358,476,232,351,188,346,418,455,238,284,357
NM_001018025,23,28,31,11,15,31,37,18,50,12,49,26
NM_001018055,0,0,0,0,0,0,0,0,0,0,0,0
NM_001018109,0,0,0,0,0,0,0,0,0,0,0,0
NM_001018113,0,2,2,0,1,1,1,0,2,0,0,0
NM_001024452,0,0,0,0,0,0,0,0,0,0,0,0
NM_001024455,55,9,51,8,27,3,30,23,39,33,20,34
NM_001024666,0,4,2,0,1,0,4,2,1,1,1,0
NM_001025242,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025243,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025265,0,1,1,2,0,0,3,0,1,0,0,0
NM_001025580,0,0,0,0,0,0,0,0,0,0,0,0
NM_001029891,5095,5157,4656,2032,2093,2630,2544,3360,4286,2355,3463,5234
NM_001029896,2,0,1,1,1,0,3,3,5,0,5,5
NM_001031705,0,0,0,0,0,0,0,0,0,0,0,0
NM_001031739,0,0,0,0,0,0,0,0,0,0,0,0
NM_001031745,0,0,0,0,0,0,0,0,0,0,0,0
NM_001031834,0,1,1,2,2,2,3,2,4,0,3,1
NM_001031855,0,0,0,0,0,0,0,0,0,0,0,0
NM_001032289,0,0,0,0,0,0,0,0,0,0,0,0
NM_001032381,0,0,0,0,0,0,0,0,0,0,0,0
NM_001032382,0,0,0,0,0,0,0,0,0,0,0,0
NM_001032383,0,0,0,0,0,0,0,0,0,0,0,0
NM_001032384,0,0,0,0,0,0,0,0,0,0,0,0
NM_001032393,0,0,0,0,0,0,0,0,0,0,0,0
NM_001032396,0,0,0,0,0,0,0,0,0,0,0,0
NM_001032726,3,4,6,2,2,2,6,3,4,2,5,0
NM_001033583,0,0,0,0,0,0,0,0,0,0,0,0
NM_001034832,0,0,0,0,0,0,0,0,0,0,0,0
NM_001034853,6,2,2,1,4,4,11,3,9,1,5,2
NM_001037171,0,0,0,0,0,1,3,0,0,0,0,0
NM_001037343,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037535,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037536,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037540,6,9,10,4,4,0,12,2,18,3,0,4
NM_001037735,0,0,0,0,0,0,1,0,0,0,1,0
NM_001037811,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037967,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037968,1,1,0,0,0,0,0,0,0,0,0,0
NM_001039091,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039210,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039582,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039590,0,0,1,2,0,0,0,0,0,0,0,0
NM_001039591,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039705,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039840,2,2,2,0,0,0,0,0,0,0,1,0
NM_001039891,0,0,1,0,0,1,0,0,0,0,0,0
NM_001040612,0,0,0,0,0,0,0,0,0,0,0,0
NM_001040663,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042351,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042452,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042453,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042479,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042480,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042498,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042506,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042537,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042749,31,26,11,7,10,13,18,12,15,15,15,17
NM_001042750,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042751,0,0,0,0,0,0,0,0,0,0,0,0
NM_001048164,0,0,0,0,0,0,0,0,0,0,0,0
NM_001048181,0,0,0,0,0,0,0,0,0,0,0,0
NM_001077188,0,0,0,0,0,0,0,0,0,0,0,0
NM_001077445,0,0,0,0,0,0,0,0,0,0,0,0
NM_001078171,613,393,472,439,600,207,534,370,696,300,421,462
NM_001078172,17,24,18,37,35,9,46,27,44,13,30,41
NM_001078173,3,9,0,11,8,2,1,6,20,3,2,33
NM_001079855,0,0,0,0,0,0,0,0,0,0,0,0
NM_001079858,0,0,0,0,0,0,0,0,0,0,0,0
NM_001079859,0,0,0,0,0,0,0,0,0,0,0,0
NM_001079860,0,0,0,0,0,0,0,0,0,0,0,0
NM_001079872,71,50,50,14,26,26,67,16,43,33,29,42
NM_001079900,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080137,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080138,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080139,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080140,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080141,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080142,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080143,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080144,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080145,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080146,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080425,1,2,0,1,0,0,0,1,0,0,0,0
NM_001080485,1388,1751,1858,741,991,642,1306,1177,1021,752,1368,1432
NM_001080489,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080790,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080851,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080975,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081550,3126,3944,2088,1226,2337,1162,3426,2542,2903,1992,2514,2507
NM_001081573,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085354,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097579,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097594,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097596,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097604,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097605,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097642,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098405,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098406,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098407,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098408,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098409,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098410,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098411,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098412,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098413,1,0,0,0,0,0,0,0,0,0,0,0
NM_001098418,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098624,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098790,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098791,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098800,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099410,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099411,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099681,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099682,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099684,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099685,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099686,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099855,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099856,0,0,0,1,0,0,0,1,1,0,0,1
NM_001099857,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099921,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099922,0,0,0,0,0,0,0,0,0,0,0,0
NM_001100431,0,0,0,0,0,0,0,0,0,0,0,0
NM_001101357,0,0,0,0,0,0,0,0,0,0,0,0
NM_001102576,0,0,0,0,0,0,0,0,0,0,0,0
NM_001103150,0,0,0,0,0,0,0,0,0,0,0,0
NM_001103151,0,0,0,0,0,0,0,0,0,0,0,0
NM_001104544,0,0,0,0,0,0,0,0,0,0,0,0
NM_001104545,0,0,0,0,0,0,0,0,0,0,0,0
NM_001105243,0,0,0,0,0,0,0,0,0,0,0,0
NM_001105576,59,56,120,81,21,39,30,55,27,40,65,101
NM_001109878,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109879,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110556,1,2,1,1,0,2,4,0,8,0,2,1
NM_001110792,0,0,0,0,0,0,0,0,0,0,0,0
NM_001111125,0,0,0,1,0,0,0,0,1,0,0,0
NM_001113490,78,32,42,0,4,18,25,27,3,2,22,39
NM_001114123,0,0,0,0,0,0,0,0,0,0,0,0
NM_001114377,0,0,0,0,0,0,0,0,0,0,0,0
NM_001114937,0,0,0,0,0,0,0,0,0,0,0,0
NM_001118885,0,0,0,0,0,0,0,0,0,0,0,0
NM_001118886,0,0,0,0,0,0,0,0,0,0,0,0
NM_001122606,0,0,0,0,0,0,0,0,0,0,0,0
NM_001122608,0,0,0,0,0,0,0,0,0,0,0,0
NM_001122670,0,0,0,0,0,0,0,0,0,0,0,0
NM_001122716,0,0,1,0,0,0,1,0,0,1,0,0
NM_001122898,0,0,0,0,0,0,0,0,0,0,0,0
NM_001123383,0,0,0,0,0,0,0,0,0,0,0,0
NM_001123384,0,0,0,0,0,0,0,0,0,0,0,0
NM_001123385,1,0,0,0,0,0,0,0,0,0,0,1
NM_001126054,0,0,0,0,0,0,0,0,0,0,0,0
NM_001126055,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127197,1,0,0,2,5,0,5,2,6,0,0,8
NM_001127199,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127200,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127212,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127345,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127688,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127898,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127899,0,0,0,0,0,0,0,0,0,0,1,0
NM_001128127,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128166,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128167,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128168,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128172,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128173,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128834,1,1,0,0,0,0,1,0,0,0,0,1
NM_001128835,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129765,1,0,0,0,0,0,0,0,0,0,0,0
NM_001129826,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129828,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129896,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129898,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129899,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129900,0,0,0,0,0,0,0,0,0,0,0,0
NM_001130846,2,2,1,2,1,1,0,0,2,0,1,2
NM_001130847,0,0,0,0,0,0,0,0,0,0,0,0
NM_001130860,0,0,0,0,0,0,0,0,0,0,0,0
NM_001130997,0,0,0,0,0,0,0,0,0,0,0,0
NM_001134321,0,0,0,0,0,0,0,0,0,0,0,0
NM_001135565,0,1,0,1,0,0,1,0,0,0,0,0
NM_001135740,0,0,0,0,0,0,0,0,0,0,0,0
NM_001135995,0,0,0,0,0,0,0,0,0,0,0,1
NM_001135998,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136024,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136025,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136157,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136158,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136159,61,33,61,21,29,21,29,34,24,25,44,26
NM_001136233,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136234,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136273,12,17,16,7,19,2,28,23,11,19,21,16
NM_001136533,0,0,0,0,0,0,0,0,0,0,0,0
NM_001137554,3,1,5,0,0,1,1,4,3,2,4,1
NM_001139441,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139457,9,1,9,15,17,2,19,18,26,3,26,9
NM_001139466,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139467,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139468,0,1,0,0,1,0,0,0,0,0,0,0
NM_001139498,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139500,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139501,0,0,0,0,0,0,0,0,0,0,0,1
NM_001139502,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139514,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139515,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141919,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141920,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142386,2619,3365,1765,1471,1743,814,2618,1976,2975,1618,1418,2718
NM_001142389,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142391,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142392,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142395,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142418,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142419,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142420,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142421,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142422,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142423,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142424,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142425,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142426,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142427,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142428,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142429,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142430,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142431,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142432,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142447,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142463,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142503,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142504,0,0,0,1,0,0,0,0,0,0,0,0
NM_001142524,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142525,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142526,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142527,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142528,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142529,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142530,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142797,18,13,13,3,6,14,3,0,3,1,21,7
NM_001142805,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142806,0,1,0,0,0,0,0,0,0,0,0,0
NM_001143963,0,0,0,0,0,0,0,0,0,0,0,0
NM_001143978,9,7,13,2,5,5,11,1,9,12,6,6
NM_001143981,0,0,0,0,0,0,0,0,0,0,0,0
NM_001143982,0,0,0,0,0,0,0,0,0,0,0,0
NM_001143983,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144002,1,1,1,1,0,1,3,0,0,0,0,2
NM_001144003,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144004,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144005,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144006,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144008,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144009,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144010,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144064,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144885,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144886,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144887,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145073,87,83,70,22,45,31,86,51,51,43,61,60
NM_001145139,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145140,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145149,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145252,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145255,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145346,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145408,1,0,1,2,1,1,0,0,1,5,1,0
NM_001145409,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145410,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145414,33,29,44,22,48,20,40,33,28,15,37,30
NM_001145718,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145933,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145934,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145951,10,21,19,10,10,7,19,11,21,8,8,22
NM_001146151,0,0,0,0,0,0,0,0,0,0,0,0
NM_001146256,0,0,0,0,0,0,0,0,0,0,0,0
NM_001146257,0,0,1,0,0,0,0,0,0,0,0,0
NM_001146291,0,0,0,0,0,0,0,0,0,0,0,0
NM_001146702,0,0,0,0,0,0,0,0,0,0,0,0
NM_001152,11617,13415,17620,8034,8260,5366,9420,9083,11841,7196,9832,10652
NM_001159296,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159560,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159699,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159700,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159701,0,0,0,0,0,0,0,0,0,1,0,0
NM_001159702,1,7,0,1,0,0,0,0,3,0,1,0
NM_001159703,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159704,0,0,0,0,0,0,0,0,0,0,0,0
NM_001161529,0,0,0,0,0,0,0,0,0,0,0,0
NM_001161530,0,0,0,0,0,0,0,0,0,0,0,0
NM_001161531,1,0,0,0,0,0,0,0,0,0,0,0
NM_001161532,0,0,0,0,0,0,0,0,0,0,0,0
NM_001162491,0,0,0,0,0,0,0,0,0,0,0,0
